Predict,y
1.81257887,0
0.71157393,1.615
1.35816463,0
0.98900169,0.442
1.43545128,2.881
1.14543202,0
1.58764256,0.465
1.36560095,1.902
0.99398323,3.28
1.07364907,0.466
